,Member_number,Date,itemDescription,TransactionID
26409,3753,2014-12-28,Rolls/Buns,3753_2014-12-28
26410,4868,2014-12-24,Fruit/Vegetable Juice,4868_2014-12-24
26411,3682,2014-12-24,Margarine,3682_2014-12-24
26412,2344,2014-11-20,Frozen Meals,2344_2014-11-20
26413,2585,2014-05-17,Soda,2585_2014-05-17
26414,3839,2014-06-21,Pip Fruit,3839_2014-06-21
26415,4747,2014-05-11,Other Vegetables,4747_2014-05-11
26416,3900,2014-06-12,Pudding Powder,3900_2014-06-12
26417,1146,2014-02-21,Pip Fruit,1146_2014-02-21
26418,4683,2014-07-09,Coffee,4683_2014-07-09
26419,3775,2014-03-06,Soda,3775_2014-03-06
26420,1816,2014-06-20,Liquor (Appetizer),1816_2014-06-20
26421,4624,2014-06-12,Soda,4624_2014-06-12
26422,1108,2014-05-22,Canned Beer,1108_2014-05-22
26423,3942,2014-11-05,Whole Milk,3942_2014-11-05
26424,3257,2014-09-02,Yogurt,3257_2014-09-02
26425,3329,2014-11-09,Whole Milk,3329_2014-11-09
26426,4272,2014-08-14,Uht-Milk,4272_2014-08-14
26427,4292,2014-05-16,Domestic Eggs,4292_2014-05-16
26428,1694,2014-10-01,Dessert,1694_2014-10-01
26429,2431,2014-01-17,Whole Milk,2431_2014-01-17
26430,1026,2014-03-08,Dessert,1026_2014-03-08
26432,4153,2014-09-28,Salty Snack,4153_2014-09-28
26433,3026,2014-03-30,Candy,3026_2014-03-30
26434,3106,2014-04-20,Shopping Bags,3106_2014-04-20
26435,1419,2014-03-12,Chewing Gum,1419_2014-03-12
26436,4656,2014-03-02,Other Vegetables,4656_2014-03-02
26437,3119,2014-10-01,Whole Milk,3119_2014-10-01
26438,3628,2014-08-01,Cream Cheese ,3628_2014-08-01
26439,2236,2014-11-27,Rolls/Buns,2236_2014-11-27
26440,1472,2014-02-15,Curd,1472_2014-02-15
26441,4652,2014-09-11,Other Vegetables,4652_2014-09-11
26442,3044,2014-09-17,Whole Milk,3044_2014-09-17
26443,4570,2014-04-04,Soda,4570_2014-04-04
26444,2855,2014-06-13,Cat Food,2855_2014-06-13
26445,1344,2014-01-28,Soda,1344_2014-01-28
26446,1586,2014-03-11,Soda,1586_2014-03-11
26447,2390,2014-10-22,Soda,2390_2014-10-22
26448,1425,2014-06-24,Shopping Bags,1425_2014-06-24
26449,2736,2014-05-13,Napkins,2736_2014-05-13
26450,1621,2014-02-13,Waffles,1621_2014-02-13
26451,2904,2014-09-28,Whipped/Sour Cream,2904_2014-09-28
26452,1285,2014-06-21,Ice Cream,1285_2014-06-21
26453,4251,2014-11-14,Candy,4251_2014-11-14
26454,4314,2014-06-15,Butter,4314_2014-06-15
26455,1037,2014-06-06,Shopping Bags,1037_2014-06-06
26456,3115,2014-10-29,Brown Bread,3115_2014-10-29
26457,3550,2014-04-17,Butter,3550_2014-04-17
26458,1285,2014-05-29,Chocolate Marshmallow,1285_2014-05-29
26459,2806,2014-03-13,Red/Blush Wine,2806_2014-03-13
26460,2751,2014-02-08,Sliced Cheese,2751_2014-02-08
26461,2001,2014-02-05,Yogurt,2001_2014-02-05
26462,3895,2014-02-17,Dessert,3895_2014-02-17
26463,3527,2014-11-03,Long Life Bakery Product,3527_2014-11-03
26464,3033,2014-02-28,Napkins,3033_2014-02-28
26465,2761,2014-01-31,Shopping Bags,2761_2014-01-31
26466,1011,2014-02-15,Candy,1011_2014-02-15
26467,3703,2014-04-30,Soda,3703_2014-04-30
26468,3595,2014-01-06,Canned Beer,3595_2014-01-06
26469,4169,2014-08-09,Coffee,4169_2014-08-09
26470,2025,2014-05-31,Pastry,2025_2014-05-31
26471,1430,2014-01-12,Canned Beer,1430_2014-01-12
26472,1410,2014-12-25,Waffles,1410_2014-12-25
26473,4588,2014-09-02,Detergent,4588_2014-09-02
26474,4291,2014-08-07,Coffee,4291_2014-08-07
26475,3444,2014-04-08,Napkins,3444_2014-04-08
26476,4134,2014-12-26,Brown Bread,4134_2014-12-26
26477,2365,2014-08-14,Yogurt,2365_2014-08-14
26478,2816,2014-01-18,Chewing Gum,2816_2014-01-18
26479,1146,2014-03-28,Berries,1146_2014-03-28
26480,2071,2014-03-24,Specialty Bar,2071_2014-03-24
26481,1291,2014-08-01,Sugar,1291_2014-08-01
26482,4490,2014-01-21,Processed Cheese,4490_2014-01-21
26483,4280,2014-06-26,Soda,4280_2014-06-26
26484,2056,2014-12-19,Flower Soil/Fertilizer,2056_2014-12-19
26485,4112,2014-09-08,White Wine,4112_2014-09-08
26486,2416,2014-02-16,Fruit/Vegetable Juice,2416_2014-02-16
26487,2955,2014-06-07,Soda,2955_2014-06-07
26488,4403,2014-01-11,Pastry,4403_2014-01-11
26489,3164,2014-09-24,Long Life Bakery Product,3164_2014-09-24
26490,3038,2014-04-13,Other Vegetables,3038_2014-04-13
26491,2231,2014-06-22,Seasonal Products,2231_2014-06-22
26492,2079,2014-02-25,Beverages,2079_2014-02-25
26493,4152,2014-12-07,Rolls/Buns,4152_2014-12-07
26494,1891,2014-07-05,Bottled Water,1891_2014-07-05
26495,3811,2014-07-21,Whole Milk,3811_2014-07-21
26496,4129,2014-11-10,Pastry,4129_2014-11-10
26497,4016,2014-07-23,Brown Bread,4016_2014-07-23
26498,2556,2014-09-02,Sparkling Wine,2556_2014-09-02
26499,1369,2014-02-08,Canned Fish,1369_2014-02-08
26500,4799,2014-08-08,Brown Bread,4799_2014-08-08
26501,3081,2014-05-26,Specialty Cheese,3081_2014-05-26
26502,4007,2014-10-05,Ice Cream,4007_2014-10-05
26503,2407,2014-03-17,Rice,2407_2014-03-17
26504,1265,2014-12-05,Canned Fish,1265_2014-12-05
26505,4422,2014-03-24,Bottled Water,4422_2014-03-24
26506,3768,2014-04-07,Hygiene Articles,3768_2014-04-07
26507,4050,2014-03-07,Curd,4050_2014-03-07
26508,4312,2014-07-19,Pip Fruit,4312_2014-07-19
26509,2839,2014-07-06,Napkins,2839_2014-07-06
26510,1553,2014-04-07,Uht-Milk,1553_2014-04-07
26511,1853,2014-06-07,Bottled Water,1853_2014-06-07
26512,3529,2014-09-02,Condensed Milk,3529_2014-09-02
26513,2259,2014-01-25,Soda,2259_2014-01-25
26514,4045,2014-03-02,Pip Fruit,4045_2014-03-02
26515,2359,2014-09-26,Shopping Bags,2359_2014-09-26
26516,3523,2014-04-05,Brown Bread,3523_2014-04-05
26517,3681,2014-01-01,Whipped/Sour Cream,3681_2014-01-01
26518,1361,2014-12-13,Soda,1361_2014-12-13
26519,4851,2014-08-07,Packaged Fruit/Vegetables,4851_2014-08-07
26520,4098,2014-02-16,Yogurt,4098_2014-02-16
26521,3508,2014-06-30,Newspapers,3508_2014-06-30
26522,2288,2014-11-25,Herbs,2288_2014-11-25
26523,4717,2014-06-23,Waffles,4717_2014-06-23
26524,1387,2014-03-31,Candy,1387_2014-03-31
26525,1687,2014-06-24,Other Vegetables,1687_2014-06-24
26526,4797,2014-11-30,Napkins,4797_2014-11-30
26527,1810,2014-10-13,Cat Food,1810_2014-10-13
26528,3923,2014-06-28,Other Vegetables,3923_2014-06-28
26529,2595,2014-01-06,Cream Cheese ,2595_2014-01-06
26530,3535,2014-04-08,Beverages,3535_2014-04-08
26531,3427,2014-10-16,Soda,3427_2014-10-16
26532,4426,2014-01-05,Pastry,4426_2014-01-05
26533,1101,2014-12-28,Other Vegetables,1101_2014-12-28
26534,1712,2014-08-30,Butter,1712_2014-08-30
26535,2975,2014-10-25,Other Vegetables,2975_2014-10-25
26536,2973,2014-07-31,Semi-Finished Bread,2973_2014-07-31
26537,1157,2014-03-21,Curd,1157_2014-03-21
26538,1330,2014-02-11,Processed Cheese,1330_2014-02-11
26539,4654,2014-09-14,Whipped/Sour Cream,4654_2014-09-14
26540,1141,2014-12-02,Whole Milk,1141_2014-12-02
26541,4162,2014-08-16,Whole Milk,4162_2014-08-16
26542,4855,2014-04-09,Cream Cheese ,4855_2014-04-09
26543,4217,2014-06-03,Brown Bread,4217_2014-06-03
26544,1750,2014-06-09,Baking Powder,1750_2014-06-09
26545,4578,2014-09-08,Yogurt,4578_2014-09-08
26546,3299,2014-12-15,Sparkling Wine,3299_2014-12-15
26547,3231,2014-03-22,Bottled Water,3231_2014-03-22
26548,4086,2014-08-30,Napkins,4086_2014-08-30
26550,1877,2014-08-13,Flour,1877_2014-08-13
26551,1849,2014-03-30,Specialty Bar,1849_2014-03-30
26552,2502,2014-06-18,Bottled Water,2502_2014-06-18
26553,4988,2014-04-19,Butter,4988_2014-04-19
26554,4430,2014-02-17,Pip Fruit,4430_2014-02-17
26555,4255,2014-11-03,Liquor,4255_2014-11-03
26556,3348,2014-01-18,Soda,3348_2014-01-18
26557,1522,2014-06-16,Domestic Eggs,1522_2014-06-16
26558,1052,2014-03-24,Beverages,1052_2014-03-24
26559,3579,2014-10-06,Butter,3579_2014-10-06
26560,1208,2014-10-25,Beef,1208_2014-10-25
26561,2835,2014-07-18,Specialty Bar,2835_2014-07-18
26562,1265,2014-02-01,Whole Milk,1265_2014-02-01
26563,2389,2014-11-09,Fruit/Vegetable Juice,2389_2014-11-09
26564,4387,2014-02-14,Frozen Vegetables,4387_2014-02-14
26565,1148,2014-01-31,Soda,1148_2014-01-31
26566,4508,2014-06-14,Whole Milk,4508_2014-06-14
26567,1958,2014-06-16,Whole Milk,1958_2014-06-16
26568,4359,2014-07-03,Cling Film/Bags,4359_2014-07-03
26569,1847,2014-05-13,Newspapers,1847_2014-05-13
26570,2584,2014-11-30,Bottled Water,2584_2014-11-30
26571,3457,2014-11-09,Bottled Water,3457_2014-11-09
26572,1796,2014-09-18,Bottled Water,1796_2014-09-18
26573,3973,2014-02-03,Fruit/Vegetable Juice,3973_2014-02-03
26574,4163,2014-06-06,Cat Food,4163_2014-06-06
26575,1979,2014-08-07,Whole Milk,1979_2014-08-07
26576,4283,2014-06-11,Coffee,4283_2014-06-11
26577,3227,2014-12-24,Whole Milk,3227_2014-12-24
26578,2152,2014-11-23,Bottled Water,2152_2014-11-23
26579,4869,2014-09-21,Cream Cheese ,4869_2014-09-21
26580,4076,2014-08-02,Other Vegetables,4076_2014-08-02
26581,2912,2014-09-20,Flower Soil/Fertilizer,2912_2014-09-20
26582,2701,2014-03-12,Butter,2701_2014-03-12
26583,3393,2014-06-25,Shopping Bags,3393_2014-06-25
26584,3144,2014-06-05,Pastry,3144_2014-06-05
26585,1618,2014-04-08,Candy,1618_2014-04-08
26586,1129,2014-09-10,Frozen Meals,1129_2014-09-10
26587,2786,2014-02-21,Brown Bread,2786_2014-02-21
26588,3889,2014-11-22,Soda,3889_2014-11-22
26589,3759,2014-07-21,Whole Milk,3759_2014-07-21
26590,2349,2014-08-11,Domestic Eggs,2349_2014-08-11
26591,3086,2014-07-11,Yogurt,3086_2014-07-11
26592,2337,2014-03-04,Sugar,2337_2014-03-04
26593,3193,2014-10-25,Frozen Meals,3193_2014-10-25
26594,2834,2014-02-07,Soda,2834_2014-02-07
26595,1040,2014-09-03,Pasta,1040_2014-09-03
26596,1658,2014-06-26,Coffee,1658_2014-06-26
26597,2528,2014-09-01,Soda,2528_2014-09-01
26598,2976,2014-09-20,Other Vegetables,2976_2014-09-20
26599,4125,2014-03-20,Brown Bread,4125_2014-03-20
26600,1817,2014-01-28,Detergent,1817_2014-01-28
26601,2623,2014-05-13,Canned Beer,2623_2014-05-13
26602,4715,2014-11-24,Newspapers,4715_2014-11-24
26603,4680,2014-04-06,Waffles,4680_2014-04-06
26604,2619,2014-09-05,Yogurt,2619_2014-09-05
26605,4779,2014-02-24,Condensed Milk,4779_2014-02-24
26606,2765,2014-09-01,Grapes,2765_2014-09-01
26607,2653,2014-06-06,Dog Food,2653_2014-06-06
26609,2056,2014-05-21,Whole Milk,2056_2014-05-21
26610,2769,2014-08-24,Rolls/Buns,2769_2014-08-24
26611,2858,2014-08-24,Packaged Fruit/Vegetables,2858_2014-08-24
26612,4096,2014-06-13,Yogurt,4096_2014-06-13
26613,2961,2014-12-13,Coffee,2961_2014-12-13
26614,4923,2014-08-13,Coffee,4923_2014-08-13
26615,1966,2014-02-15,Meat Spreads,1966_2014-02-15
26616,4756,2014-12-10,Coffee,4756_2014-12-10
26617,4485,2014-11-13,Canned Beer,4485_2014-11-13
26618,2885,2014-07-25,Spices,2885_2014-07-25
26619,4932,2014-03-29,Pastry,4932_2014-03-29
26620,4137,2014-08-17,Pastry,4137_2014-08-17
26621,4367,2014-01-07,Frozen Vegetables,4367_2014-01-07
26622,2055,2014-05-31,Rolls/Buns,2055_2014-05-31
26623,3881,2014-04-20,Other Vegetables,3881_2014-04-20
26624,1645,2014-10-05,Waffles,1645_2014-10-05
26625,4699,2014-03-16,Abrasive Cleaner,4699_2014-03-16
26626,2973,2014-12-13,White Bread,2973_2014-12-13
26627,4299,2014-01-19,Tidbits,4299_2014-01-19
26628,1322,2014-12-11,Waffles,1322_2014-12-11
26629,3380,2014-02-23,Soda,3380_2014-02-23
26630,3375,2014-10-19,Bottled Water,3375_2014-10-19
26631,3011,2014-04-02,Rolls/Buns,3011_2014-04-02
26632,4867,2014-05-05,Newspapers,4867_2014-05-05
26633,3549,2014-03-24,Instant Coffee,3549_2014-03-24
26634,2395,2014-11-17,Bottled Water,2395_2014-11-17
26635,2789,2014-06-06,Bottled Beer,2789_2014-06-06
26636,4773,2014-08-12,Frozen Potato Products,4773_2014-08-12
26637,4356,2014-01-09,Soda,4356_2014-01-09
26638,1703,2014-08-02,Newspapers,1703_2014-08-02
26639,2362,2014-08-17,Other Vegetables,2362_2014-08-17
26640,2072,2014-07-29,Chewing Gum,2072_2014-07-29
26641,4695,2014-09-26,Beverages,4695_2014-09-26
26642,1787,2014-07-06,Liquor,1787_2014-07-06
26643,1938,2014-03-13,Specialty Bar,1938_2014-03-13
26644,1296,2014-02-24,Uht-Milk,1296_2014-02-24
26645,1796,2014-03-22,Pip Fruit,1796_2014-03-22
26646,2925,2014-07-19,Pot Plants,2925_2014-07-19
26647,3376,2014-01-07,Other Vegetables,3376_2014-01-07
26648,1297,2014-12-13,Cream Cheese ,1297_2014-12-13
26649,1050,2014-10-12,Other Vegetables,1050_2014-10-12
26650,2854,2014-02-13,Napkins,2854_2014-02-13
26651,1563,2014-03-11,Margarine,1563_2014-03-11
26652,4775,2014-03-29,Yogurt,4775_2014-03-29
26653,1390,2014-07-31,Shopping Bags,1390_2014-07-31
26654,3116,2014-05-27,Chewing Gum,3116_2014-05-27
26655,1619,2014-09-21,Waffles,1619_2014-09-21
26657,3600,2014-06-03,Other Vegetables,3600_2014-06-03
26658,4835,2014-03-28,Root Vegetables,4835_2014-03-28
26659,1107,2014-05-15,Specialty Fat,1107_2014-05-15
26660,3527,2014-09-04,Dessert,3527_2014-09-04
26661,4475,2014-07-19,Whole Milk,4475_2014-07-19
26662,3816,2014-03-28,White Bread,3816_2014-03-28
26663,4865,2014-11-17,Grapes,4865_2014-11-17
26664,2873,2014-10-23,Detergent,2873_2014-10-23
26665,2237,2014-01-16,Sliced Cheese,2237_2014-01-16
26666,4970,2014-08-22,Pip Fruit,4970_2014-08-22
26667,2122,2014-07-05,Pet Care,2122_2014-07-05
26668,1647,2014-02-22,Whipped/Sour Cream,1647_2014-02-22
26669,2393,2014-09-26,Yogurt,2393_2014-09-26
26670,1831,2014-07-29,Sauces,1831_2014-07-29
26671,4837,2014-12-04,Bottled Water,4837_2014-12-04
26672,1840,2014-12-28,Grapes,1840_2014-12-28
26673,2343,2014-11-02,Whipped/Sour Cream,2343_2014-11-02
26674,2381,2014-12-29,Long Life Bakery Product,2381_2014-12-29
26675,1574,2014-04-25,Cat Food,1574_2014-04-25
26676,1339,2014-05-25,Frozen Vegetables,1339_2014-05-25
26677,3902,2014-10-27,Male Cosmetics,3902_2014-10-27
26678,2650,2014-08-09,Roll Products ,2650_2014-08-09
26679,2659,2014-07-28,Hamburger Meat,2659_2014-07-28
26680,3081,2014-02-26,Dessert,3081_2014-02-26
26681,4717,2014-03-03,Semi-Finished Bread,4717_2014-03-03
26682,4524,2014-04-17,Red/Blush Wine,4524_2014-04-17
26683,2600,2014-09-28,Curd,2600_2014-09-28
26684,1948,2014-05-31,Yogurt,1948_2014-05-31
26685,2238,2014-01-05,Whole Milk,2238_2014-01-05
26686,4271,2014-12-19,Shopping Bags,4271_2014-12-19
26687,2715,2014-10-11,Detergent,2715_2014-10-11
26688,4146,2014-04-15,Root Vegetables,4146_2014-04-15
26689,3447,2014-01-28,White Bread,3447_2014-01-28
26690,4799,2014-04-30,Spread Cheese,4799_2014-04-30
26691,4753,2014-08-31,Fruit/Vegetable Juice,4753_2014-08-31
26692,4199,2014-08-24,Margarine,4199_2014-08-24
26693,1566,2014-06-03,Dessert,1566_2014-06-03
26694,1782,2014-08-30,Other Vegetables,1782_2014-08-30
26695,3312,2014-05-27,Tidbits,3312_2014-05-27
26696,3839,2014-08-13,Hard Cheese,3839_2014-08-13
26697,1596,2014-07-27,Other Vegetables,1596_2014-07-27
26698,1693,2014-05-30,Canned Beer,1693_2014-05-30
26699,4773,2014-10-15,Canned Beer,4773_2014-10-15
26700,1302,2014-12-02,Hard Cheese,1302_2014-12-02
26701,1621,2014-06-21,Yogurt,1621_2014-06-21
26702,2864,2014-01-12,Dishes,2864_2014-01-12
26703,4880,2014-03-16,Frozen Fish,4880_2014-03-16
26704,1237,2014-06-22,Other Vegetables,1237_2014-06-22
26705,4218,2014-09-15,Dog Food,4218_2014-09-15
26706,2017,2014-12-23,Bottled Beer,2017_2014-12-23
26707,2687,2014-08-09,Detergent,2687_2014-08-09
26708,3549,2014-11-09,Other Vegetables,3549_2014-11-09
26709,3684,2014-01-05,Rolls/Buns,3684_2014-01-05
26710,4615,2014-03-30,Yogurt,4615_2014-03-30
26711,3122,2014-01-09,Oil,3122_2014-01-09
26712,3116,2014-06-12,Misc. Beverages,3116_2014-06-12
26713,2235,2014-10-10,Grapes,2235_2014-10-10
26714,1465,2014-12-08,Packaged Fruit/Vegetables,1465_2014-12-08
26715,4448,2014-10-19,Grapes,4448_2014-10-19
26716,2098,2014-10-20,Misc. Beverages,2098_2014-10-20
26717,4377,2014-05-06,Sliced Cheese,4377_2014-05-06
26718,2403,2014-04-14,Yogurt,2403_2014-04-14
26719,4055,2014-03-25,Cat Food,4055_2014-03-25
26720,2222,2014-02-13,Chewing Gum,2222_2014-02-13
26721,3396,2014-11-05,Bottled Beer,3396_2014-11-05
26722,3205,2014-09-05,Soda,3205_2014-09-05
26723,3123,2014-04-16,Long Life Bakery Product,3123_2014-04-16
26724,2441,2014-06-08,Candy,2441_2014-06-08
26725,2693,2014-02-14,Bottled Water,2693_2014-02-14
26726,4441,2014-12-12,Fruit/Vegetable Juice,4441_2014-12-12
26727,2428,2014-12-06,Uht-Milk,2428_2014-12-06
26728,3191,2014-05-11,Onions,3191_2014-05-11
26729,4628,2014-05-01,Napkins,4628_2014-05-01
26730,1493,2014-03-06,Processed Cheese,1493_2014-03-06
26731,4376,2014-09-24,Brown Bread,4376_2014-09-24
26732,3254,2014-12-11,Rolls/Buns,3254_2014-12-11
26733,2493,2014-05-27,Hard Cheese,2493_2014-05-27
26734,4794,2014-11-11,Brown Bread,4794_2014-11-11
26735,3782,2014-02-20,Flower (Seeds),3782_2014-02-20
26736,1094,2014-07-24,Whole Milk,1094_2014-07-24
26737,4769,2014-03-31,Dessert,4769_2014-03-31
26738,4329,2014-01-20,Bottled Water,4329_2014-01-20
26739,3110,2014-05-29,Herbs,3110_2014-05-29
26740,1758,2014-12-24,Whole Milk,1758_2014-12-24
26741,4330,2014-09-24,Other Vegetables,4330_2014-09-24
26742,4569,2014-12-24,Abrasive Cleaner,4569_2014-12-24
26743,3141,2014-06-07,Ketchup,3141_2014-06-07
26744,2617,2014-06-19,Rolls/Buns,2617_2014-06-19
26745,1537,2014-12-08,Yogurt,1537_2014-12-08
26747,1179,2014-09-11,Frozen Meals,1179_2014-09-11
26749,1468,2014-02-05,Shopping Bags,1468_2014-02-05
26750,2519,2014-04-07,Soups,2519_2014-04-07
26751,3308,2014-04-09,Processed Cheese,3308_2014-04-09
26752,1236,2014-06-27,Pip Fruit,1236_2014-06-27
26753,4485,2014-07-28,Rolls/Buns,4485_2014-07-28
26754,2805,2014-08-16,Pickled Vegetables,2805_2014-08-16
26755,4658,2014-07-26,Pip Fruit,4658_2014-07-26
26756,1350,2014-09-03,Bottled Water,1350_2014-09-03
26757,2149,2014-03-21,Butter Milk,2149_2014-03-21
26758,2452,2014-03-08,Coffee,2452_2014-03-08
26759,3030,2014-12-14,Whole Milk,3030_2014-12-14
26760,1827,2014-11-17,Root Vegetables,1827_2014-11-17
26761,4925,2014-01-23,Brown Bread,4925_2014-01-23
26762,2853,2014-11-17,Uht-Milk,2853_2014-11-17
26763,4182,2014-11-15,Specialty Bar,4182_2014-11-15
26764,3496,2014-03-26,Rolls/Buns,3496_2014-03-26
26765,1740,2014-10-30,Whole Milk,1740_2014-10-30
26766,4962,2014-08-18,Napkins,4962_2014-08-18
26767,1760,2014-07-28,Margarine,1760_2014-07-28
26768,3966,2014-04-07,Whipped/Sour Cream,3966_2014-04-07
26769,3317,2014-06-16,Yogurt,3317_2014-06-16
26770,1825,2014-01-07,Uht-Milk,1825_2014-01-07
26771,2204,2014-10-09,Brown Bread,2204_2014-10-09
26772,1209,2014-11-11,Long Life Bakery Product,1209_2014-11-11
26773,1574,2014-02-28,Cat Food,1574_2014-02-28
26774,3203,2014-07-22,Soda,3203_2014-07-22
26775,2914,2014-10-11,Other Vegetables,2914_2014-10-11
26776,1278,2014-09-06,Hamburger Meat,1278_2014-09-06
26777,2813,2014-02-17,Cake Bar,2813_2014-02-17
26778,1653,2014-12-27,Cream Cheese ,1653_2014-12-27
26779,2301,2014-04-23,Pastry,2301_2014-04-23
26780,4074,2014-03-11,Whole Milk,4074_2014-03-11
26781,1809,2014-10-27,Cream Cheese ,1809_2014-10-27
26782,3972,2014-05-04,Chewing Gum,3972_2014-05-04
26783,3938,2014-04-23,Whipped/Sour Cream,3938_2014-04-23
26784,4155,2014-07-19,Curd,4155_2014-07-19
26785,4959,2014-12-30,Other Vegetables,4959_2014-12-30
26786,2518,2014-11-27,Whole Milk,2518_2014-11-27
26787,1529,2014-05-29,Margarine,1529_2014-05-29
26788,3817,2014-11-02,Rolls/Buns,3817_2014-11-02
26789,1034,2014-04-28,Domestic Eggs,1034_2014-04-28
26790,4297,2014-12-24,Other Vegetables,4297_2014-12-24
26791,4684,2014-11-21,White Bread,4684_2014-11-21
26792,2999,2014-08-12,Whole Milk,2999_2014-08-12
26793,1097,2014-10-12,Curd,1097_2014-10-12
26794,4650,2014-12-14,Soda,4650_2014-12-14
26795,4958,2014-04-27,Margarine,4958_2014-04-27
26796,2515,2014-09-01,Shopping Bags,2515_2014-09-01
26797,4911,2014-06-28,Brown Bread,4911_2014-06-28
26798,1722,2014-07-12,Soda,1722_2014-07-12
26799,1350,2014-02-19,Soda,1350_2014-02-19
26801,2428,2014-11-01,Domestic Eggs,2428_2014-11-01
26802,4231,2014-02-04,Herbs,4231_2014-02-04
26803,1413,2014-12-03,Bottled Water,1413_2014-12-03
26804,2932,2014-06-22,Tropical Fruit,2932_2014-06-22
26805,3935,2014-04-12,Tropical Fruit,3935_2014-04-12
26806,3294,2014-02-26,Whipped/Sour Cream,3294_2014-02-26
26807,2306,2014-12-13,White Bread,2306_2014-12-13
26808,4252,2014-04-28,Shopping Bags,4252_2014-04-28
26809,1325,2014-03-29,Soda,1325_2014-03-29
26810,3657,2014-07-10,Specialty Chocolate,3657_2014-07-10
26811,3592,2014-04-17,Root Vegetables,3592_2014-04-17
26812,2797,2014-08-08,Other Vegetables,2797_2014-08-08
26813,2663,2014-01-20,Tropical Fruit,2663_2014-01-20
26814,1998,2014-02-15,Whipped/Sour Cream,1998_2014-02-15
26815,4412,2014-07-30,Curd,4412_2014-07-30
26816,2205,2014-10-28,Tropical Fruit,2205_2014-10-28
26817,4301,2014-12-24,Herbs,4301_2014-12-24
26818,3021,2014-10-29,Soda,3021_2014-10-29
26819,4131,2014-10-08,Root Vegetables,4131_2014-10-08
26820,2400,2014-08-26,Pip Fruit,2400_2014-08-26
26821,2394,2014-06-18,Whipped/Sour Cream,2394_2014-06-18
26822,2019,2014-12-06,Frozen Meals,2019_2014-12-06
26823,3969,2014-09-05,Waffles,3969_2014-09-05
26824,1797,2014-07-26,Detergent,1797_2014-07-26
26825,2336,2014-05-31,Shopping Bags,2336_2014-05-31
26826,2041,2014-04-08,Rolls/Buns,2041_2014-04-08
26827,4624,2014-06-06,Vinegar,4624_2014-06-06
26828,3221,2014-01-16,Bottled Water,3221_2014-01-16
26829,3327,2014-10-13,Other Vegetables,3327_2014-10-13
26830,3642,2014-04-15,Long Life Bakery Product,3642_2014-04-15
26831,4525,2014-07-21,Bottled Beer,4525_2014-07-21
26832,3820,2014-05-10,Yogurt,3820_2014-05-10
26833,4235,2014-10-18,Oil,4235_2014-10-18
26834,2437,2014-10-09,White Bread,2437_2014-10-09
26835,3068,2014-05-25,Whole Milk,3068_2014-05-25
26836,2990,2014-04-24,Curd,2990_2014-04-24
26837,2942,2014-08-17,Cream Cheese ,2942_2014-08-17
26838,2980,2014-01-17,Bottled Beer,2980_2014-01-17
26839,1169,2014-05-29,Newspapers,1169_2014-05-29
26840,3663,2014-06-16,Root Vegetables,3663_2014-06-16
26841,2439,2014-06-06,Bottled Beer,2439_2014-06-06
26842,1289,2014-08-10,Yogurt,1289_2014-08-10
26843,1489,2014-01-06,Newspapers,1489_2014-01-06
26844,1523,2014-11-09,Other Vegetables,1523_2014-11-09
26845,1432,2014-09-18,Long Life Bakery Product,1432_2014-09-18
26846,4569,2014-07-28,Pastry,4569_2014-07-28
26847,2737,2014-08-27,Frozen Vegetables,2737_2014-08-27
26848,2823,2014-10-17,Frozen Vegetables,2823_2014-10-17
26849,1507,2014-09-14,Flower (Seeds),1507_2014-09-14
26850,1103,2014-05-25,Pastry,1103_2014-05-25
26851,4975,2014-01-06,Berries,4975_2014-01-06
26852,4311,2014-12-06,Roll Products ,4311_2014-12-06
26853,3915,2014-12-05,Soda,3915_2014-12-05
26854,2602,2014-02-04,Prosecco,2602_2014-02-04
26855,4684,2014-02-07,Soda,4684_2014-02-07
26856,3382,2014-09-01,Tropical Fruit,3382_2014-09-01
26857,1706,2014-11-13,Grapes,1706_2014-11-13
26858,3524,2014-11-30,Newspapers,3524_2014-11-30
26859,1085,2014-04-24,Shopping Bags,1085_2014-04-24
26860,3284,2014-01-04,Yogurt,3284_2014-01-04
26861,3493,2014-03-26,Frozen Dessert,3493_2014-03-26
26862,3701,2014-08-25,Pet Care,3701_2014-08-25
26863,1761,2014-07-26,Uht-Milk,1761_2014-07-26
26864,4216,2014-01-21,Brown Bread,4216_2014-01-21
26865,1885,2014-03-11,Bottled Water,1885_2014-03-11
26866,3620,2014-09-14,Soda,3620_2014-09-14
26867,4214,2014-08-31,Dog Food,4214_2014-08-31
26868,2109,2014-03-21,Whipped/Sour Cream,2109_2014-03-21
26869,1925,2014-06-03,Long Life Bakery Product,1925_2014-06-03
26870,2164,2014-10-27,Spices,2164_2014-10-27
26871,3765,2014-08-11,Processed Cheese,3765_2014-08-11
26872,1632,2014-05-30,White Bread,1632_2014-05-30
26873,1134,2014-12-04,Oil,1134_2014-12-04
26874,1445,2014-05-02,Chocolate,1445_2014-05-02
26875,2472,2014-06-15,Whole Milk,2472_2014-06-15
26876,2315,2014-02-20,Bottled Beer,2315_2014-02-20
26878,4112,2014-04-22,Frozen Vegetables,4112_2014-04-22
26879,3438,2014-06-02,Rolls/Buns,3438_2014-06-02
26880,4442,2014-01-05,Baking Powder,4442_2014-01-05
26881,4090,2014-09-16,Pot Plants,4090_2014-09-16
